,Name,Age,Club,League,Tier,Forwards,Midfielders,Center Backs,Att Mid / Wingers,Fullbacks,MF,FW,DF,FB,DM,AM,CB,CM,WM,left,right,Position,Detailed,Side,Per 90 Minutes_npxG+xAG,Standard_SoT/90,Standard_Dist,Expected_np:G-xG,Long_Cmp,Expected_xA,Expected_A-xAG,CrsPA,PrgP,SCA_SCA90,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Blocks_Pass,Blocks_Sh,Int,Clr,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ,Carries_PrgDist,Carries_PrgC,Carries_CPA,Receiving_PrgR,Performance_Fld,Performance_PKwon,Performance_Recov,Aerial Duels_Won,PK_Accuracy,Goals/npxG,Shot_Accuracy,Goals/SoT,Expected:A-xAG,Long_pass_acc,Overall_pass_acc,Aerial_acc,Take-On-Eff,Set-Piece-Eff,PrgP%,Through-Ball%,Switches%,Long-Ball%,Skill_Passes,Attacking_Passes,Attacking_Carries,Tackle_acc,Challenges_acc,PrgC%,Avg-Carry-Prog-Dist,Avg-Pass-Prog-Dist,Defensive-actions,On-the-ball-vertical-position,Off-the-ball-vertical-position,Carries-Succes%
1658,Mamadou Sylla,30,Valladolid,La Liga,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,77.76588151320485,67.15458764726884,32.30265551109494,22.122624596629617,4.123341699533883,21.90749372534959,71.17246324847616,30.22588741484403,2.1154535675869486,53.02975977052707,54.60738615991395,41.52025815704554,70.38365005378272,10.290426676228039,1.0714285714285714,3.8365005378271784,2.509860164933668,14.41376837576192,2.832556471853711,4.732879168160631,14.772319827895302,2.142857142857143,10.326281821441377,21.47723198278953,50.95016134815346,20.795984223736106,3.4062387952671207,21.728217999282897,54.930082466833994,40.01434205808533,30.964285714285715,79.72779369627507,1.3624955181068483,54.89422732162065,31.702544031311152,34.96603503754022,57.163323782234954,54.23850574712644,35.40328336902213,82.22543352601156,5.062836624775584,56.46209386281589,16.28498727735369,64.32982201235016,55.763016157989235,49.19210053859964,50.73608617594255,18.420107719928186,8.031552527787737,1.7569021154535676,26.066690570096807,28.27338129496403,23.75090514120203,83.09404163675521,50.61019382627423,7.3967684021543985,1.2907852276801721,93.43379978471475,87.97972483707458,5.455850681981335
1659,Mamady Bangré,23,Grenoble,Ligue 2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MF,,,75.2676659528908,55.48018564798286,81.62968352128046,93.18752240946576,36.14198637504482,85.15596988167802,96.9881678020796,57.83434922911438,59.41197561850126,67.55109358192901,93.68949444245249,73.93330942990319,43.56400143420581,10.290426676228039,72.32142857142857,59.519541054141264,73.78988884904983,80.85335245607745,68.66260308354248,56.14915740408749,12.871997131588383,59.0,20.401577626389386,78.8454643241305,88.31122266045178,88.09609178917175,75.4392255288634,87.45069917533166,92.79311581211904,82.43097884546432,78.53571428571429,26.396848137535816,63.14091072068842,14.126927214055218,,14.229531641043977,90.25787965616045,31.321839080459768,96.21698786581014,25.758670520231213,28.294434470377023,9.458483754512635,17.848055252635405,95.24155466763531,82.08258527827648,69.80251346499102,66.64272890484739,48.72531418312388,83.18393689494442,63.85801362495518,86.4467551093582,44.20863309352518,44.822592324402606,87.724335965542,84.31442928930366,31.56193895870736,40.193617784152025,81.01901686401149,65.64083997103548,33.66834170854271
1660,Mandela Keita,22,Parma,Serie A,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,MF,DM,,6.423982869379015,6.104962513388076,79.01054929065114,37.57619218357834,59.23269989243456,9.967730369307997,78.66618859806383,6.023664395840803,43.42058085335246,32.771602724991034,31.94693438508426,13.553244890641809,39.476514879885265,83.18393689494442,72.5,64.897812836142,73.71817855862317,35.92685550376479,63.96557906059519,46.93438508425959,55.25277877375403,73.42857142857143,19.18250268913589,14.80817497310864,1.7210469702402296,45.03406238795267,38.472570813911794,20.043026174256006,20.150591609896022,14.521333811401938,71.64285714285714,26.396848137535816,52.671208318393695,26.38938687701685,,1.823382195209153,82.73638968481374,1.5625,67.30906495360458,98.4465317919075,94.1113105924596,84.58483754512636,65.9033078880407,10.679258990192517,65.8527827648115,6.840215439856373,83.44703770197486,57.66606822262118,9.860164933667981,34.456794550017925,30.54858372176407,57.625899280575545,72.2664735698769,22.182340272792533,35.1399856424982,62.9802513464991,42.16565077088562,23.322569070685326,37.400434467776975,56.85570710696339
1661,Manolis Saliakas,27,St Pauli,Bundesliga,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,DF-MF,FB,right,32.441113490364025,70.68903962870404,51.18224809021462,91.53818572965221,89.7454284689853,83.21979204015776,18.60882036572248,96.34277518823951,85.8013624955181,44.352814628899246,36.5005378271782,83.82932950878451,71.71029042667622,64.82610254571532,82.89285714285714,80.60236643958409,78.48691287199713,77.73395482251702,85.40695589817139,88.74148440301182,65.25636428827536,65.21428571428571,66.3320186446755,81.57045536034421,42.95446396557906,24.991036213696667,74.72212262459664,76.7658659017569,47.54392255288634,67.80207959842237,65.64285714285715,68.91117478510029,72.28397275008965,47.25708139117963,,58.02645691812657,2.5787965616045847,9.195402298850574,23.98286937901499,41.72687861271676,57.127468581687616,66.75090252707582,44.74736459469284,65.85543043952052,56.91202872531418,50.843806104129264,95.79892280071813,86.71454219030521,96.16349946217282,89.49444245249192,72.17640731444962,44.460431654676256,75.81462708182475,53.58937544867193,51.97415649676957,77.37881508078995,74.68626747938329,38.93074991029781,40.11585807385952,81.69418521177315
1662,Manu Koné,23,Roma,Serie A,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,MF,CM-DM,,30.585296216987867,56.37272402713317,44.27064387049836,69.16457511652922,23.413409824309788,20.580853352456078,22.30190032269631,18.214413768375763,52.92219433488705,69.59483685908928,70.56292577984941,51.41627823592686,73.43133739691646,69.45141627823593,74.03571428571428,63.85801362495518,71.38759411975619,51.48798852635353,56.04159196844747,52.599498027967016,42.524202223019,67.82142857142858,22.517031193976337,27.214055216923626,24.70419505198996,77.84152025815705,48.58372176407315,49.69523126568662,49.65937612047328,27.680172104697025,86.17857142857143,76.75501432664757,55.18106848332736,27.500896378630337,,61.315695387915625,45.522922636103154,27.478448275862068,19.16488222698073,70.08670520231213,82.11849192100539,44.65703971119134,71.7557251908397,38.64874682164911,79.2818671454219,53.17773788150808,24.59605026929982,15.18850987432675,6.202940121907494,41.4844030118322,48.79885263535317,66.33093525179856,65.38740043446778,49.85642498205312,59.54773869346733,52.53141831238779,41.018286124058804,40.29422317904557,41.96234612599565,33.41708542713568
1663,Manu Morlanes,25,Mallorca,La Liga,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,MF,CM-DM,,41.7558886509636,24.812566940378435,70.9348854128774,61.7067049121549,65.6507708856221,57.54750806740767,21.799928289709573,42.703477949085695,78.88131946934385,64.00143420580854,46.32484761563284,22.05091430620294,48.69128719971316,72.06884187880961,77.78571428571428,68.84187880960918,79.81355324489064,52.2050914306203,71.31588382932951,40.37289351021872,57.61921835783434,77.32142857142857,37.002509860164935,32.37719612764431,10.326281821441377,57.43994263176766,56.50770885622087,47.07780566511294,32.556471853711,24.70419505198996,58.785714285714285,26.396848137535816,66.00932233775548,35.353173180351384,,83.37504469074007,74.74928366762178,63.110632183908045,88.82940756602426,89.70375722543352,82.51346499102334,41.87725631768953,93.16612141039622,53.03305484925536,92.71095152603232,76.983842010772,67.28904847396768,47.28904847396768,37.2534958766583,75.90534241663678,48.54786661885981,51.726618705035975,46.77769732078204,41.49318018664752,58.219669777458726,64.95511669658886,52.491932592327,33.97918909221385,42.939898624185375,78.35606604450825
1664,Manu Royo,30,NAC Breda,Eredivisie,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,DF,FB,left,25.017844396859385,13.20956801142449,96.36231356857039,20.36572248117605,94.55001792757261,93.18752240946576,2.1154535675869486,99.2470419505199,91.0720688418788,39.79921118680531,7.708856220867695,4.517748296880603,6.722839727500897,10.290426676228039,83.75,90.53424166367874,91.21548942273216,95.30297597705271,92.82897095733237,92.75726066690571,3.60344209394048,81.78571428571428,93.43850842595913,95.23126568662603,77.05270706346361,77.08856220867695,86.80530656149156,93.47436357117246,85.72965220509144,91.8250268913589,62.142857142857146,26.396848137535816,92.86482610254572,62.423807816421665,,16.660707901322848,95.5945558739255,12.104885057471265,16.202712348322628,1.4812138728323698,8.07899461400359,37.942238267148014,64.26753907669939,63.60334180893571,22.836624775583484,6.840215439856373,86.78635547576302,98.70736086175943,96.59376120473287,95.23126568662603,88.59806382215848,13.525179856115107,75.85083272990587,79.3610911701364,55.13280689160086,71.99281867145422,91.78917174614557,54.86185862935056,58.997103548153504,77.78176597272075
1665,Manu Sánchez,23,Alavés,La Liga,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,DF,FB,left,59.064953604568174,11.245983577293824,51.00036376864314,37.86303334528505,35.89100035855145,70.31193976335605,93.2233775546791,91.50233058443887,58.121190390821084,62.782359268555034,49.22911437791323,17.246324847615632,37.54033703836501,57.188956615274286,80.75,76.80172104697024,65.68662603083543,81.2836141986375,79.99282897095733,71.60272499103621,40.55216923628541,56.25,65.54320544998207,62.85406955898172,40.91072068841879,43.2771602724991,43.24130512728577,55.575475080674074,44.137683757619214,51.66726425242022,22.57142857142857,67.40687679083095,54.57153101470061,14.342058085335246,,17.340007150518414,82.30659025787965,11.817528735632184,99.42897930049965,12.644508670520233,43.15978456014363,9.63898916967509,21.374045801526716,29.422448238285508,55.080789946140044,16.409335727109514,29.012567324955118,40.861759425493716,75.69021154535676,66.36787378988885,42.88275367515239,60.57553956834533,65.96669080376539,59.04522613065326,56.03015075376885,68.68940754039498,64.32413051272857,48.94151417294582,43.08472121650978,50.035893754486715
1666,Manuel Akanji,29,Manchester City,Premier League,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,DF-MF,CB,,17.48750892219843,29.88218493395216,8.439432520916696,40.301183219792044,71.81785586231624,16.385801362495517,50.48404446038006,23.269989243456436,49.73108641089997,24.84761563284331,20.007171029042667,17.10290426676228,22.0150591609896,51.631409107206885,21.392857142857142,32.448906418071,27.070634636070277,23.879526712083184,35.49659376120473,10.684833273574759,63.60702760846182,35.14285714285714,58.013624955181065,15.059160989602008,14.557188956615274,9.14306202940122,72.35568304051631,20.18644675510936,16.529221943348873,13.194693438508425,9.821428571428571,54.87106017191977,28.82753675152384,40.58802438149874,,72.07722559885592,49.713467048710605,74.42528735632183,58.60099928622412,95.70086705202311,99.245960502693,66.24548736462094,92.87531806615776,39.484199055575736,21.615798922800717,32.459605026929985,72.28007181328546,46.03231597845601,21.51308712800287,44.71136608103263,22.30190032269631,31.8705035971223,87.76249094858798,13.854989231873654,75.34099066762383,83.05206463195691,36.177841520258156,17.43810548977395,35.73497465604634,95.87221823402729
1667,Manuel Fuster,26,Las Palmas,La Liga,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,FW-MF,WM,left,59.9214846538187,62.120671188861124,38.450345580210985,30.79956973825744,74.25600573682324,82.00071710290426,43.99426317676586,75.18823951237003,73.25206167084977,72.8217999282897,72.28397275008965,74.97310864109,83.00466116887773,57.54750806740767,43.857142857142854,35.460738615991396,56.2567228397275,56.400143420580854,49.838651846539975,58.766583004661165,31.660093223377554,13.857142857142858,18.106848332735748,80.20795984223736,70.88562208676944,70.13266403728935,63.284331301541776,77.91323054858373,75.15238436715669,77.94908569379706,92.10714285714286,92.15616045845272,62.60308354248835,22.62459662961635,12.13307240704501,44.547729710404006,39.79226361031519,36.74568965517241,28.229835831548893,48.59104046242775,33.21364452423698,21.732851985559567,27.299163940385313,92.19033781329459,89.37163375224416,91.20287253141831,98.88689407540396,91.0592459605027,93.76120473287916,75.97705270706346,79.34743635711725,35.97122302158273,22.411296162201303,74.58722182340273,62.99353912419239,43.949730700179536,23.413409824309788,70.3265159669896,62.20130340333092,33.2735104091888
1668,Manuel Lazzari,30,Lazio,Serie A,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,DF-MF,FB-WM,right,43.54032833690221,35.63013209568011,15.823935976718806,48.65543205449982,20.401577626389386,38.723556830405165,73.4671925421298,86.91287199713159,11.115095016134816,62.60308354248835,52.599498027967016,24.88347077805665,61.204732879168155,48.404446038006455,31.642857142857146,27.142344926496953,19.03908210828254,24.30978845464324,29.97490139835066,16.95948368590893,34.42093940480459,29.75,39.76335604159197,47.2212262459663,37.934743635711726,59.519541054141264,68.08892076012908,82.25170311939763,69.34385084259591,57.404087486554324,69.71428571428572,55.83810888252149,14.41376837576192,3.764790247400502,,51.054701465856276,58.6676217765043,36.81752873563218,80.26409707351891,35.15173410404625,59.74865350089766,7.256317689530686,54.85278080697928,37.26843443516164,6.463195691202872,37.12746858168761,20.46678635547576,21.292639138240574,79.06059519541054,30.118321979204016,76.87343133739691,89.31654676258994,56.29978276611152,97.27207465900933,99.4256999282125,37.7737881508079,20.36572248117605,55.83064226767133,38.19695872556119,56.819813352476665
1669,Manuel Locatelli,26,Juventus,Serie A,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,MF,CM-DM,,44.25410421127766,49.125312388432704,18.552200800291015,35.67586948727142,70.59878092506274,37.647902474005015,74.54284689852993,31.767658659017567,67.2642524202223,80.13624955181069,34.31337396916457,38.79526712083184,32.48476156328433,66.4037289351022,63.142857142857146,45.894585873072785,51.41627823592686,51.631409107206885,43.85084259591252,35.56830405163141,69.16457511652922,49.07142857142857,44.173538902832554,27.106489781283617,17.604876299749016,34.88705629257798,30.584438866977408,22.40946575833632,28.82753675152384,23.700250986016496,45.67857142857143,55.336676217765046,40.157762638938685,29.042667622803876,79.99021526418787,49.0525563103325,75.10744985673352,34.59051724137931,47.78729478943612,87.89739884393065,87.93536804308798,63.501805054151625,91.27589967284624,70.28695968034872,82.44165170556553,55.94254937163375,89.44344703770197,69.01256732495511,43.7432771602725,67.65865901756902,27.465041233416997,84.67625899280576,56.01013758146271,24.371859296482413,21.28499641062455,73.93177737881508,38.615991394765146,31.969860064585575,47.393193338160756,73.07968413496052
1670,Manuel Manu,23,Vitória Guimarães,Primeira Liga,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,MF,,,27.337615988579582,70.83184576936809,87.37722808293925,94.87271423449265,90.17569021154536,25.600573682323414,12.405880243814988,52.45607744711366,87.486554320545,64.61097167443528,44.173538902832554,75.65435640014341,6.722839727500897,83.29150233058445,96.32142857142857,94.90856937970598,79.02474005019721,38.723556830405165,92.93653639297239,69.59483685908928,91.03621369666547,91.67857142857143,92.39870921477232,18.64467551093582,52.24094657583363,42.667622803872355,70.41950519899606,17.174614557188956,3.60344209394048,16.780207959842237,77.60714285714285,26.396848137535816,90.42667622803873,94.62172821799928,,46.90740078655703,9.921203438395414,10.272988505747128,17.416131334760884,59.71820809248555,73.93177737881508,91.01083032490975,65.28535078153399,10.679258990192517,61.759425493716336,6.840215439856373,56.050269299820464,80.39497307001795,35.92685550376479,79.92111868053065,13.302258874148439,93.27338129496403,78.31281679942072,6.281407035175879,19.16726489590811,98.95870736086177,89.78128361419864,16.50520272694654,4.308472121650977,80.47379755922469
1671,Manuel Ugarte Ribeiro,23,Manchester United,Premier League,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,MF,CM-DM,,23.98286937901499,5.141021063905748,63.62313568570389,22.69630692004303,78.34349229114378,29.86733596271065,62.459662961635,6.023664395840803,69.88167802079597,50.95016134815346,53.81857296522051,11.294370742201506,54.930082466833994,96.30692004302618,95.64285714285714,83.47077805665113,94.51416278235926,94.40659734671925,92.18357834349229,82.32341340982431,60.16493366798136,93.92857142857143,39.368949444245246,47.54392255288634,6.346360702760847,77.59053424166368,68.51918250268913,37.898888490498386,29.257798494083904,21.90749372534959,87.03571428571428,81.55444126074498,85.9806382215848,35.71172463248476,,9.581694672863783,96.59742120343839,30.531609195402297,69.4503925767309,98.15751445086705,98.88689407540396,73.39350180505416,73.50054525627044,63.38539774791136,33.53680430879713,52.208258527827645,72.92639138240574,35.22441651705566,32.34134098243098,66.94155611330225,55.21692362854069,61.007194244604314,56.66183924692252,17.982770997846377,17.22900215362527,29.19210053859964,81.39117963427752,33.04628632938644,72.66473569876901,67.58793969849246
1672,Maracás,30,Moreirense,Primeira Liga,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,DF,CB,left,18.486795146324052,27.52588361299536,5.056384139687159,61.348153460021514,70.38365005378272,2.3664395840803154,53.352456077447115,6.023664395840803,6.346360702760847,2.7249910362136966,18.07099318752241,19.827895302975975,15.38185729652205,24.13051272857655,59.64285714285714,68.08892076012908,14.772319827895302,5.557547508067408,48.87056292577985,11.688777339548226,86.7335962710649,80.82142857142857,85.9806382215848,0.609537468626748,12.477590534241664,10.075295804948011,15.41771244173539,1.3983506633201863,13.015417712441735,1.2907852276801721,14.321428571428571,62.03438395415473,31.839368949444246,75.18823951237003,4.990215264187866,37.754737218448334,50.75214899713467,46.73132183908046,66.80942184154176,69.65317919075144,89.37163375224416,79.02527075812274,97.67357324609233,10.679258990192517,1.2926391382405744,15.61938958707361,43.806104129263915,88.61759425493716,2.7967013266403726,1.3983506633201863,1.7210469702402296,93.30935251798562,75.70601013758146,1.5793251974156497,7.968413496051687,92.06463195691202,71.88956615274293,0.14352350197344815,1.8102824040550327,94.4364680545585
1673,Marash Kumbulla,24,Espanyol,La Liga,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,DF,CB,,12.098501070663811,18.8147090324884,31.393233903237537,36.64395840803155,60.70276084618143,2.7249910362136966,35.31731803513804,17.89171746145572,26.49695231265687,8.461814270347794,22.481176048762997,21.47723198278953,25.421297956256723,35.78343492291144,59.21428571428572,56.50770885622087,37.28935102187164,16.421656507708857,39.79921118680531,27.500896378630337,89.38687701685191,82.42857142857143,81.71387594119757,4.76873431337397,10.792398709214773,6.382215847974185,45.67945500179276,9.860164933667981,8.246683399067766,7.135173897454285,60.14285714285714,26.396848137535816,30.010756543564,70.02509860164933,,35.75259206292456,51.96991404011462,49.353448275862064,47.85867237687366,60.69364161849711,88.9048473967684,86.17328519855596,66.12141039621956,56.73810388666909,9.048473967684021,19.78456014362657,61.32854578096948,63.55475763016158,12.298314808174974,8.031552527787737,7.744711366081032,87.9136690647482,53.72918175235337,10.086145010768126,37.47307968413496,84.84739676840215,70.31193976335605,6.494438464298528,18.971759594496742,90.41636755204594
1674,Marc Bartra,33,Real Betis,La Liga,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,DF,CB-FB,,33.08351177730193,38.05783648696894,24.736267733721355,70.95733237719612,66.54714951595554,9.824309788454643,37.181785586231626,16.457511652922193,21.728217999282897,19.0032269630692,28.54069558981714,25.779849408390103,16.529221943348873,26.28182144137684,42.642857142857146,64.86195769092865,38.29329508784511,13.158838293295089,53.244890641807096,28.074578702043745,75.33166009322338,69.60714285714286,78.41520258157045,6.991753316600932,14.772319827895302,22.732162065256365,55.862316242380786,9.573323771961277,20.72427393330943,8.103262818214414,20.25,26.396848137535816,28.684116170670492,72.2481176048763,,96.99678226671433,82.44985673352436,98.5632183908046,74.91077801570307,46.78468208092485,82.80071813285458,89.13357400722022,93.67502726281353,22.04867417362877,7.073608617594256,38.38420107719928,83.55475763016157,84.81149012567325,21.405521692362854,16.242380781642165,16.816063105055576,31.115107913669064,69.98551774076756,10.947595118449389,75.448671931084,88.1149012567325,65.25636428827536,8.826695371367062,11.911658218682113,84.85283560660444
1675,Marc Bola,26,Samsunspor,Süper Lig,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,DF-MF,FB,left,16.167023554603855,10.67475901463763,60.38559476173154,42.739333094299035,65.50735030476874,68.26819648619576,7.816421656507709,80.49480100394406,78.27178200071711,23.700250986016496,49.40839010397992,49.0139835066332,61.09716744352814,37.57619218357834,32.64285714285714,64.14485478666188,65.50735030476874,69.02115453567586,56.79455001792757,74.11258515596988,81.39117963427752,66.71428571428571,75.61850125493008,79.4908569379706,36.60810326281821,60.4876299749014,61.348153460021514,69.80996773036931,55.862316242380786,57.04553603442094,13.571428571428571,26.396848137535816,70.16851918250269,76.33560415919685,,22.66714336789417,75.32234957020057,18.642241379310345,41.648822269807276,6.141618497109826,20.610412926391383,83.21299638989169,60.523446019629226,49.110061750817295,53.42908438061041,51.92100538599641,26.247755834829444,68.07899461400359,62.423807816421665,78.52276801721047,64.4316959483686,12.014388489208633,80.81100651701666,54.73797559224695,41.564967695620965,64.59605026929982,76.94514162782359,45.81987800502333,47.24837074583635,70.2799712849964
1676,Marc Cardona,29,Las Palmas,La Liga,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,86.40256959314775,84.7197429489468,42.12440887595489,10.792398709214773,4.553603442093941,21.333811401936178,62.96163499462173,28.36141986375045,4.230907135173897,37.7196127644317,68.23234134098243,49.51595553961994,35.96271064897813,26.78379347436357,8.678571428571429,7.60129078522768,9.716744352814628,46.826819648619576,6.346360702760847,9.573323771961277,14.306202940121906,9.714285714285714,6.669057009680889,33.30942990319111,62.88992470419505,43.599856579419146,5.378271782000717,28.43313015417712,58.08533524560775,52.06167084976694,53.96428571428571,79.6919770773639,5.2348512011473645,37.54033703836501,79.99021526418787,36.61065427243475,30.40830945558739,53.125,80.33547466095646,57.767341040462426,17.84560143626571,20.577617328519857,15.630679752817159,52.96040682891391,39.74865350089767,63.30341113105925,66.42728904847397,9.371633752244165,12.19074937253496,4.302617425600574,31.767658659017567,58.52517985611511,3.6567704561911656,68.7724335965542,23.259152907394114,5.888689407540395,3.2628182144137687,86.61643344097595,93.55539464156408,8.255563531945441
1677,Marc Cucurella,26,Chelsea,Premier League,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,DF-MF,FB-WM,left,63.097787294789434,21.956444127097466,8.148417606402328,43.24130512728577,22.40946575833632,33.88311222660452,42.2373610613123,69.12871997131589,25.31373252061671,92.36285406955899,31.695948368590894,18.321979204015776,44.99820724273933,57.224811760487626,65.28571428571428,45.32090354965938,48.08174973108641,58.766583004661165,43.635711724632486,46.002151308712804,48.08174973108641,43.535714285714285,40.229472929365365,43.52814628899247,32.986733596271065,20.473287916816062,19.18250268913589,35.49659376120473,39.0462531373252,44.89064180709932,42.892857142857146,64.25501432664757,31.767658659017567,34.63607027608462,,10.547014658562746,95.41547277936962,47.12643678160919,18.41541755888651,19.942196531791907,51.8850987432675,44.47653429602888,24.90003635041803,53.61423901198692,35.36804308797127,29.622980251346497,22.72890484739677,34.43447037701975,56.75869487271423,31.982789530297595,30.046611688777343,92.44604316546763,53.69297610427227,54.091888011486,42.5699928212491,48.72531418312388,34.2416636787379,53.24721923214927,50.905141202027515,54.80976310122039
1678,Marc Guéhi,24,Crystal Palace,Premier League,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,DF,CB,left,22.555317630264096,19.778650481970725,1.2004365223717717,47.14951595553962,74.39942631767659,14.84403011832198,65.22050914306203,14.80817497310864,32.48476156328433,12.656866260308355,16.529221943348873,40.62387952671208,35.245607744711364,36.14198637504482,32.75,49.946217282179994,15.310147006095375,6.382215847974185,32.771602724991034,12.37002509860165,83.79347436357118,53.107142857142854,79.81355324489064,6.310505557547508,14.0193617784152,15.77626389386877,55.32448906418072,8.35424883470778,13.445679455001795,6.561491574040875,48.035714285714285,26.396848137535816,44.926496952312654,58.049480100394405,,34.25098319628173,48.10171919770774,60.48850574712644,46.57387580299786,64.27023121387283,91.56193895870736,73.53790613718412,88.40421664849146,22.08499818379949,9.55116696588869,37.52244165170557,84.59605026929981,81.86714542190305,25.31373252061671,33.4887056292578,8.53352456077447,58.381294964028775,91.09341057204924,7.681263460157932,49.89231873653984,95.72710951526032,59.30441018286125,3.946896304269824,4.5619116582186825,90.05743000717875
1679,Marc Roca,27,Real Betis,La Liga,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,MF,CM-DM,,49.07209136331192,34.09496608354159,35.32193524918152,34.994621728218,57.76263893868771,30.727859447830763,28.397275008963785,26.81964861957691,61.7067049121549,62.746504123341694,32.162065256364286,28.684116170670492,23.700250986016496,50.95016134815346,56.53571428571429,38.04230907135174,56.50770885622087,40.7314449623521,38.14987450699176,25.24202223019003,58.264610971674436,36.67857142857143,33.91896737181786,18.752240946575835,8.963786303334528,23.341699533883112,24.202223019003227,12.72857655073503,28.002868411617065,14.628899247041952,18.892857142857142,26.396848137535816,36.93079956973826,17.712441735389028,79.99021526418787,20.629245620307472,92.1919770773639,21.910919540229884,11.812990720913632,76.878612716763,71.8491921005386,40.108303249097474,78.40785169029444,77.66073374500544,96.08617594254937,68.83303411131058,90.4488330341113,79.21005385996409,42.30907135173897,53.06561491574041,16.92362854069559,71.51079136690647,34.68501086169443,20.74659009332376,37.185929648241206,78.59964093357272,29.150233058443888,28.77646214567636,52.35336712527155,71.24910265613784
1680,Marc-Oliver Kempf,29,Como,Serie A,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,DF,CB,left,31.01356174161313,30.20349875044627,4.801746089487087,64.10899964144855,44.209394048045894,13.589100035855145,41.08999641448548,19.612764431695947,27.823592685550373,22.517031193976337,18.106848332735748,29.22194334887056,18.28612405880244,26.38938687701685,18.464285714285715,30.297597705270707,11.509501613481534,8.712800286841162,18.39368949444245,4.912154894227322,77.37540337038365,67.60714285714286,70.56292577984941,4.697024022947293,16.60093223377555,10.684833273574759,25.098601649336683,12.047328791681606,13.624955181068483,5.665112943707422,22.75,26.396848137535816,20.652563642882754,73.61061312298315,,89.63174830175188,82.378223495702,96.33620689655173,34.51106352605282,46.85693641618497,72.67504488330341,91.84115523465704,91.85750636132316,27.860515800944423,50.377019748653495,32.71095152603232,83.66247755834829,76.66068222621185,13.589100035855145,15.20258157045536,7.386159913947651,60.07194244604317,70.02172338884866,24.659009332376165,69.66977745872218,88.50987432675045,48.440301183219795,15.464657337639037,12.853005068790733,83.66834170854271
1681,Marcel Sabitzer,30,Dortmund,Bundesliga,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,FW-MF,AM-CM-DM-WM,,69.593147751606,82.50624776865405,27.68279374317934,34.92291143779132,25.887414844030122,56.65112943707422,69.73825743994263,56.79455001792757,47.651487988526355,80.064539261384,29.580494801003944,53.74686267479384,41.59196844747221,52.491932592327,28.749999999999996,21.97920401577626,38.11401936177842,29.47292936536393,28.648261025457156,14.664754392255288,32.34134098243098,35.392857142857146,26.78379347436357,37.07422015059161,40.193617784152025,18.28612405880244,12.477590534241664,26.747938329150234,37.21764073144496,40.12190749372535,34.67857142857143,56.08882521489972,26.10254571531015,13.302258874148439,79.99021526418787,90.77583124776545,55.44412607449857,82.50718390804597,83.44039971448966,36.88583815028902,37.55834829443447,45.23465703971119,38.785896037804434,65.74645840900835,89.55116696588868,61.68761220825852,61.4721723518851,41.00538599640934,43.77913230548584,44.85478666188598,28.791681606310505,55.539568345323744,41.12961622013034,44.72361809045226,23.797559224694904,46.14003590664273,18.178558623162424,59.49049156799426,59.34105720492396,51.75879396984925
